BioProject	AssemblyAccession	AssemblyName	Organism	SpeciesTaxid	BioSampleAccn	ContigN50	Coverage	Strain	Pathovar	Owner
PRJNA774128	GCF_020731405.1	ASM2073140v1	Xanthomonas campestris pv. armoraciae (g-proteobacteria)	339	SAMN22552829	149552	104	NCPPB 347	armoraciae	University of Exeter
PRJNA485808	GCF_041520885.1	ASM4152088v1	Xanthomonas sp. NCPPB 2922 (g-proteobacteria)	487547	SAMN43286070	183992	90	NCPPB 2922		University of Exeter
PRJNA485808	GCF_035011865.1	ASM3501186v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36315984	360679	142	WHRI 8474		University of Exeter
PRJNA485808	GCF_035011845.1	ASM3501184v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36293677	111667	260	WHRI 8960		University of Exeter
PRJNA485808	GCF_035011825.1	ASM3501182v1	Xanthomonas campestris pv. plantaginis (g-proteobacteria)	339	SAMN36318706	136070	292	WHRI 8522	plantaginis	University of Exeter
PRJNA485808	GCF_035011805.1	ASM3501180v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36318707	157238	187	WHRI 3777A		University of Exeter
PRJNA485808	GCF_035011785.1	ASM3501178v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36315989	172485	71	WHRI 10044		University of Exeter
PRJNA485808	GCF_035011765.1	ASM3501176v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36315991	171860	109	WHRI 8963		University of Exeter
PRJNA485808	GCF_035011745.1	ASM3501174v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36318710	207893	171	WHRI 10027B		University of Exeter
PRJNA485808	GCF_035011725.1	ASM3501172v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36293678	116797	366	WHRI 10003		University of Exeter
PRJNA485808	GCF_035011705.1	ASM3501170v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36315979	114476	332	WHRI 10043		University of Exeter
PRJNA485808	GCF_035011685.1	ASM3501168v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36315985	116783	131	WHRI 10050A		University of Exeter
PRJNA485808	GCF_035011665.1	ASM3501166v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36315986	193049	345	WHRI 10037		University of Exeter
PRJNA485808	GCF_035011645.1	ASM3501164v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36315980	123131	223	WHRI 10045		University of Exeter
PRJNA485808	GCF_035011625.1	ASM3501162v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36315981	189060	297	WHRI 8476		University of Exeter
PRJNA485808	GCF_035011605.1	ASM3501160v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36315987	253208	193	WHRI 10038		University of Exeter
PRJNA485808	GCF_035011565.1	ASM3501156v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36315982	188888	309	WHRI 8477		University of Exeter
PRJNA485808	GCF_035011585.1	ASM3501158v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36315983	123656	137	WHRI 10005		University of Exeter
PRJNA485808	GCF_035011545.1	ASM3501154v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36315988	234895	269	WHRI 10039		University of Exeter
PRJNA485808	GCF_035011525.1	ASM3501152v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36318711	228289	165	WHRI 10028A		University of Exeter
PRJNA485808	GCF_035011505.1	ASM3501150v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36315978	128861	145	WHRI 10041		University of Exeter
PRJNA485808	GCF_035011365.1	ASM3501136v1	Xanthomonas campestris WHRI 8523 (g-proteobacteria)	339	SAMN36318708	138456	201	WHRI 8523		University of Exeter
PRJNA485808	GCF_035011385.1	ASM3501138v1	Xanthomonas campestris pv. incanae (g-proteobacteria)	339	SAMN36318705	104228	110	WHRI 6378	incanae	University of Exeter
PRJNA485808	GCF_035011345.1	ASM3501134v1	Xanthomonas campestris pv. incanae (g-proteobacteria)	339	SAMN36318709	119777	114	WHRI 8527	incanae	University of Exeter
PRJNA485808	GCF_035011325.1	ASM3501132v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36293679	104703	283	WHRI 10004		University of Exeter
PRJNA485808	GCF_035011305.1	ASM3501130v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36293680	102486	236	WHRI 10114		University of Exeter
PRJNA485808	GCF_035011285.1	ASM3501128v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN36315990	178288	185	WHRI 10046		University of Exeter
PRJNA485808	GCF_003413645.1	ASM341364v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN09828786	171219	134	WHRI8960	campestris	University of Exeter
PRJNA485808	GCF_003410195.1	ASM341019v1	Xanthomonas campestris pv. incanae (g-proteobacteria)	339	SAMN09828784	145002	167	WHRI8527	incanae	University of Exeter
PRJNA485808	GCF_003410215.1	ASM341021v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN09828783	309071	116	WHRI8525		University of Exeter
PRJNA485808	GCF_003410225.1	ASM341022v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN09828785	182674	110	WHRI8481		University of Exeter
PRJNA485808	GCF_003410125.1	ASM341012v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN09828750	151674	184	WHRI10003	campestris	University of Exeter
PRJNA485808	GCF_003410095.1	ASM341009v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN09828751	159322	156	WHRI10004	campestris	University of Exeter
PRJNA485808	GCF_003410175.1	ASM341017v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN09828782	308719	109	WHRI8473		University of Exeter
PRJNA485808	GCF_003410105.1	ASM341010v1	Xanthomonas campestris pv. raphani (g-proteobacteria)	339	SAMN09828752	146361	155	WHRI10006	raphani	University of Exeter
